"","Fecha","granos","pods","Temperatura_minima","Temperatura_maxima","Irradiacion","Presion_de_vapor","windspeed","Precipitacion","Dias_con_lluvia","id","ï..SOILTYPE","PRODLEVL","it"
"24","1957-9",198.0763,873.253,20.1591011248529,30.768148124218,18.4777344772592,32.2363161901012,-99,86,20,0,1,1,6
"25","1958-1",218.1353,961.688,19.4523710054345,30.91159812361,18.1472601597197,31.0155634717084,-99,1081,1,0,1,1,6
"26","1958-10",239.8109,1057.248,22.2299176435918,35.4762381389737,15.8416312090121,37.4933369974606,-99,743,15,0,1,1,6
"27","1958-11",217.0641,956.967,20.5210752994753,34.0331020019948,17.5030945562758,42.9547351258807,-99,911,23,0,1,1,6
"28","1958-12",215.876,951.727,24.1360431020148,35.046991115436,17.5622757715173,39.2244735960849,-99,161,4,0,1,1,6
"29","1958-2",192.8756,850.326,20.4389684321359,31.2358424048871,17.8654656237923,35.1200013295747,-99,1388,24,0,1,1,6
"30","1958-3",222.3759,980.383,21.0571157559752,31.2002195958048,17.1017960696481,41.0988049213775,-99,189,26,0,1,1,6
"31","1958-4",227.2674,1001.95,19.7686775987968,35.3550423160195,19.899116653949,35.0871407845989,-99,356,6,0,1,1,6
"32","1958-5",228.3397,1006.676,19.8920698682778,33.1671367641538,15.0906111677177,40.4708720487542,-99,1087,31,0,1,1,6
"33","1958-6",228.0187,1005.264,21.81076827785,32.7728586383164,16.127713853959,39.5249786349013,-99,222,17,0,1,1,6
"34","1958-7",231.766,1021.784,21.5286015518941,35.9566425401717,19.2510413564742,38.8285636655055,-99,1301,18,0,1,1,6
"35","1958-8",218.8559,964.864,20.1896287552081,32.0265123136342,16.8607252170332,42.6631829710677,-99,1363,18,0,1,1,6
"36","1958-9",222.929,982.818,23.4591769226827,29.3395894467831,18.9895223481581,36.4511933787726,-99,827,5,0,1,1,6
"37","1959-1",186.1417,820.642,23.7581651126966,29.7529886867851,18.1846103295684,30.8870966648683,-99,1129,3,0,1,1,6
"38","1959-10",226.3647,997.968,24.2576834433712,30.5392308626324,16.8656838769093,39.338125708513,-99,749,26,0,1,1,6
"39","1959-11",230.1561,1014.686,19.6233006115071,35.3925982061774,15.9927145750262,38.6968574197963,-99,425,28,0,1,1,6
"40","1959-12",214.7249,946.652,19.4308980181813,30.2214040476829,16.3800909984857,32.5033456799574,-99,1184,8,0,1,1,6
"41","1959-2",188.7331,832.064,22.9795809970237,35.2663050703704,16.9956235052086,36.4214697866701,-99,954,12,0,1,1,6
"42","1959-3",205.8648,907.593,23.7137540709227,31.7679553292692,14.5598269342445,32.5539236450568,-99,707,8,0,1,1,6
"43","1959-4",191.9725,846.344,24.2332017719746,32.4310781173408,19.1255341973156,29.6937483223155,-99,1080,25,0,1,1,6
"44","1959-5",210.8559,929.591,21.6626027598977,32.4266635254025,14.8115982739255,32.9637133334763,-99,203,9,0,1,1,6
"45","1959-6",212.2156,935.589,19.6697214157321,28.4559687413275,18.7344607063569,40.7524355952628,-99,85,27,0,1,1,6
"46","1959-7",229.6387,1012.403,22.4135332601145,29.4428743477911,14.7008383315988,34.7783638960682,-99,383,30,0,1,1,6
"47","1959-8",237.2478,1045.948,24.1550626028329,34.5123264454305,14.3509560511447,34.3618780300021,-99,826,18,0,1,1,6
"48","1959-9",188.9798,833.152,19.4108539205045,30.2762639373541,18.2347519975156,40.8850678820163,-99,230,20,0,1,1,6
"49","1960-1",239.7243,1056.87,24.7523914752528,34.2436080686748,17.9600945278071,41.1056919763796,-99,1041,2,0,1,1,6
"50","1960-10",252.4857,1113.126,24.2468797136098,32.5086907502264,19.8347325637005,32.3528296765871,-99,153,8,0,1,1,6
"51","1960-11",230.6583,1016.898,20.1578186112456,32.5453987810761,18.8366425894201,32.3866994059645,-99,1143,17,0,1,1,6
"52","1960-12",254.627,1122.568,23.4150564004667,33.7793634030968,18.1087514068931,37.038642891217,-99,452,7,0,1,1,6
"53","1960-2",198.7534,876.24,22.2157801906578,29.1148828845471,19.0979580851272,39.0726522644982,-99,1022,18,0,1,1,6
"54","1960-3",235.8822,1039.927,24.6660055234097,31.4325989037752,18.3710973793641,42.3995549106039,-99,1112,5,0,1,1,6
"55","1960-4",230.4453,1015.959,24.843218869064,33.3936759736389,14.6001499542035,40.826691893395,-99,248,11,0,1,1,6
"56","1960-5",204.4964,901.558,22.7060593171045,29.3114199955016,14.3937587970868,31.193176898174,-99,118,20,0,1,1,6
"57","1960-6",192.1821,847.267,24.3124531148933,30.7227001227438,19.8514427035116,31.8757710568607,-99,1222,17,0,1,1,6
"58","1960-7",218.6276,963.858,19.9644227428362,29.3940470460802,17.1951422798447,36.130599679891,-99,1123,6,0,1,1,6
"59","1960-8",246.0943,1084.952,20.395834300667,35.7813930436969,18.8878888818435,42.868933968246,-99,701,11,0,1,1,6
"60","1960-9",228.1404,1005.798,23.0527332047932,32.0890180971473,17.6561147719622,39.8603733801283,-99,1184,28,0,1,1,6
"61","1961-1",230.1775,1014.775,24.3856472768821,35.0281220246106,14.3226461005397,35.9439886407927,-99,496,27,0,1,1,6
"62","1961-10",241.7818,1065.938,21.7881420943886,35.7483352981508,14.1905156187713,38.7359015136026,-99,949,5,0,1,1,6
"63","1961-11",186.1989,820.889,20.1766516538337,31.8863897640258,18.113200402353,33.7156181605533,-99,196,9,0,1,1,6
"64","1961-12",204.0296,899.499,19.1456164093688,32.249814433977,18.2631777259521,39.1706257797778,-99,98,10,0,1,1,6
"65","1961-2",169.6125,747.768,22.4287235750817,33.2385973073542,19.7766935294494,40.8793041179888,-99,603,19,0,1,1,6
"66","1961-3",192.2234,847.452,21.4176363954321,32.2861969582736,18.4461146108806,29.2228383766487,-99,430,19,0,1,1,6
"67","1961-4",211.8803,934.114,22.0101351179183,29.2497129421681,14.8162394217215,34.2249134355225,-99,855,24,0,1,1,6
"68","1961-5",237.3339,1046.328,21.1258081248961,30.2801150493324,15.7362013412639,42.8578443485312,-99,396,13,0,1,1,6
"69","1961-6",221.2359,975.356,19.19906059606,31.8984015975147,18.5245886286721,37.2301319390535,-99,165,17,0,1,1,6
"70","1961-7",249.3706,1099.39,19.6844209856354,34.729672793299,15.8356078979559,34.0088751665317,-99,1243,10,0,1,1,6
"71","1961-8",249.5095,1100.008,22.8250252655707,32.4227991253138,18.7072282312438,34.9739164365456,-99,1210,28,0,1,1,6
"72","1961-9",243.136,1071.906,23.5527204303071,33.450747417286,18.0088372603059,31.879207605496,-99,874,25,0,1,1,6
"73","1962-1",233.679,1030.216,23.5310260448605,31.6122217085212,15.0922679305077,31.6099306894466,-99,55,4,0,1,1,6
"74","1962-10",247.2004,1089.824,21.683334751986,35.908146424219,16.099801490549,41.2507684412412,-99,588,20,0,1,1,6
"75","1962-11",215.664,950.795,20.9624549881555,33.4745917003602,18.4083266598172,42.0305580124259,-99,190,28,0,1,1,6
"76","1962-12",214.7069,946.573,21.6426500137895,30.4068481884897,15.3617058019154,41.1862646173686,-99,696,29,0,1,1,6
"77","1962-2",204.5229,901.672,22.8919822941534,30.7888112086803,18.0164200216532,33.0040775281377,-99,987,15,0,1,1,6
"78","1962-3",236.4534,1042.448,22.1004964821041,35.0292661655694,15.490289108362,38.5700261285529,-99,988,22,0,1,1,6
"79","1962-4",241.7628,1065.855,22.1965469457209,33.0524595994502,18.0334806269966,40.5060935951769,-99,278,12,0,1,1,6
"80","1962-5",229.8824,1013.476,19.714468148537,31.2262747082859,17.1243325164542,32.9435759810731,-99,0,0,0,1,1,6
"81","1962-6",227.5921,1003.382,19.225403117016,30.8478244449943,17.8192768851295,38.8345283530653,-99,552,25,0,1,1,6
"82","1962-7",258.6729,1140.407,24.0823839935474,34.5961911547929,19.3324987436645,31.358984476421,-99,588,3,0,1,1,6
"83","1962-8",232.1759,1023.589,22.309246327728,29.2550663463771,19.9040423575789,37.7827785783447,-99,590,21,0,1,1,6
"84","1962-9",238.283,1050.514,21.0779591589235,35.1134878974408,14.0524123646319,37.9612932889722,-99,1116,28,0,1,1,6
"85","1963-1",239.1845,1054.484,20.4155174652115,35.8447816874832,14.3154925275594,35.5902696303092,-99,539,4,0,1,1,6
"86","1963-10",240.1856,1058.9,20.8432894567959,28.7697702031583,14.5075861304067,29.4905451326631,-99,1192,26,0,1,1,6
"87","1963-11",235.5779,1038.585,23.8784021041356,33.4599371459335,14.8730282518081,31.3743740390055,-99,844,6,0,1,1,6
"88","1963-12",228.1449,1005.816,24.5055806674063,34.6188704986125,16.4484829055145,36.5524402982555,-99,920,12,0,1,1,6
"89","1963-2",176.148,776.577,19.2541303718463,35.5015066377819,18.7087625302374,39.5769916712306,-99,670,26,0,1,1,6
"90","1963-3",204.9042,903.356,23.7369218748063,30.6419133301824,14.4152236804366,40.2886671251617,-99,374,10,0,1,1,6
"91","1963-4",211.8161,933.832,20.085549977608,29.5765937268734,18.6846599779092,32.4355718288571,-99,663,23,0,1,1,6
"92","1963-5",256.1179,1129.141,23.5864879190922,34.6119821798056,19.212643799372,35.676808337681,-99,550,19,0,1,1,6
"93","1963-6",247.0679,1089.242,23.1790024423972,32.6658287812024,19.4423311571591,35.2496236325242,-99,613,12,0,1,1,6
"94","1963-7",248.4361,1095.276,20.4445021115243,34.2883255761117,17.264034583699,36.2100016120821,-99,503,13,0,1,1,6
"95","1963-8",258.3999,1139.198,21.9328398499638,34.2063584644347,19.1832580314949,36.6619705283083,-99,813,17,0,1,1,6
"96","1963-9",236.0626,1040.724,20.1218559662811,32.3955015949905,14.9967761011794,30.1544737950899,-99,322,23,0,1,1,6
"97","1964-1",182.4691,804.449,20.5935549754649,28.0934400558472,17.7875460758805,41.1542702894658,-99,50,6,0,1,1,6
"98","1964-10",232.1445,1023.453,20.6667967340909,34.9859374128282,19.0884558637626,31.3566591027193,-99,1061,1,0,1,1,6
"99","1964-11",227.2775,1001.991,23.620877481997,33.8160427063704,17.6206628782675,42.2108555836603,-99,1195,15,0,1,1,6
"100","1964-12",227.8155,1004.367,19.2155157150701,30.9085943382233,15.3698370247148,33.9039863222279,-99,598,17,0,1,1,6
"101","1964-2",214.1668,944.195,23.9061133186333,34.0401107538491,18.4037287682295,35.2767940810882,-99,161,16,0,1,1,6
"102","1964-3",242.431,1068.803,21.6376271918416,35.3048740811646,17.9816401163116,30.0280619203113,-99,328,26,0,1,1,6
"103","1964-4",221.5258,976.634,24.4138435577042,30.9387804847211,14.8371490584686,36.0543308705091,-99,480,6,0,1,1,6
"104","1964-5",227.4077,1002.567,20.6643375325948,35.4027928747237,18.4494795189239,38.7042100410908,-99,1312,19,0,1,1,6
"105","1964-6",234.9545,1035.843,24.0470852791332,33.9411347080022,18.2305137929507,39.1340668369085,-99,41,9,0,1,1,6
"106","1964-7",242.0459,1067.102,21.64112012228,35.1318648606539,14.9601085800678,40.2022152249701,-99,155,10,0,1,1,6
"107","1964-8",237.5001,1047.062,22.0971879870631,31.0005098488182,15.7029009284452,29.9317971351556,-99,1221,20,0,1,1,6
"108","1964-9",244.6007,1078.364,24.2145756101236,34.7991988137364,17.8368375087157,33.3184688440524,-99,118,26,0,1,1,6
"109","1965-1",237.0209,1044.946,23.9321247907355,35.1285415701568,17.4884641231038,29.7387562822551,-99,147,20,0,1,1,6
"110","1965-10",256.3628,1130.22,20.9555405816063,34.9687936156988,16.5050888969563,36.3628487228416,-99,635,28,0,1,1,6
"111","1965-11",236.4173,1042.285,20.3024727962911,32.931918874383,15.6310610836372,42.082053123042,-99,1173,23,0,1,1,6
"112","1965-12",240.2625,1059.241,20.5602830457501,35.9868999309838,15.676686364226,31.2164662629366,-99,1020,11,0,1,1,6
"113","1965-2",202.8376,894.245,21.2750245491043,31.7214213088155,15.1799672665074,33.7116844891571,-99,1293,17,0,1,1,6
"114","1965-3",238.8296,1052.923,23.4149574995972,30.7374528478831,17.988445171155,30.7952700504102,-99,771,9,0,1,1,6
"115","1965-4",237.2077,1045.774,22.2927069524303,30.4037767313421,15.5423155855387,42.513349423185,-99,119,1,0,1,1,6
"116","1965-5",255.4795,1126.329,23.1419549304992,33.0859137717634,15.8240858307108,34.2739541726187,-99,1096,26,0,1,1,6
"117","1965-6",233.23,1028.236,23.0671298066154,29.4295940417796,19.3250536075793,32.0916404575109,-99,821,21,0,1,1,6
"118","1965-7",250.415,1103.997,21.1629101987928,33.8481974601746,17.8205395364203,42.0805884054862,-99,980,4,0,1,1,6
"119","1965-8",250.4082,1103.97,19.9286939110607,32.1078055202961,15.2737533785403,40.7956799101084,-99,417,5,0,1,1,6
"120","1965-9",237.6905,1047.9,21.3892859895714,30.1127912178636,16.9509069276974,31.7197790853679,-99,106,23,0,1,1,6
"121","1966-1",224.204,988.442,21.0247839153744,31.3763642366976,14.7667810772546,37.5078739030287,-99,853,16,0,1,1,6
"122","1966-10",234.3119,1033.002,20.0017824834213,34.0618040133268,17.5552298109978,31.1664737924002,-99,934,14,0,1,1,6
"123","1966-11",229.0898,1009.984,19.0079343528487,32.0020035114139,16.5293439230882,37.712590564508,-99,144,8,0,1,1,6
"124","1966-12",256.2819,1129.865,24.6366443242878,34.0269845742732,15.8242593472824,41.4628998069093,-99,328,21,0,1,1,6
"125","1966-2",196.9901,868.467,24.6981065794826,31.0751301962882,14.660478498321,30.6940045119263,-99,83,14,0,1,1,6
"126","1966-3",199.2425,878.394,19.2487434735522,31.9668512102216,19.525798520539,31.8372309603728,-99,211,20,0,1,1,6
"127","1966-4",220.0946,970.327,20.2068237266503,29.2218380719423,16.3876215405762,33.3184320558794,-99,1399,27,0,1,1,6
"128","1966-5",257.5099,1135.279,19.248511751648,33.6309592556208,19.9035987858661,42.7431750427932,-99,467,29,0,1,1,6
"129","1966-6",259.3928,1143.578,22.5596457454376,32.8325656559318,18.8773435717449,41.6729581169784,-99,1026,3,0,1,1,6
"130","1966-7",261.7493,1153.967,24.2037498094141,33.2583936564624,16.921484821476,37.8989148898982,-99,184,28,0,1,1,6
"131","1966-8",264.5235,1166.201,24.368614947889,35.1961195040494,16.6825446458533,40.8627016050741,-99,681,23,0,1,1,6
"132","1966-9",222.7977,982.24,20.8783330204897,33.9322693850845,17.7726650657132,36.2563774818555,-99,1125,27,0,1,1,6
"133","1967-1",221.8858,978.224,23.555985998828,31.6405659858137,16.6747112656012,31.5554383075796,-99,1146,11,0,1,1,6
"134","1967-10",268.1796,1182.316,21.8924097958952,34.8160050604492,19.7346896221861,37.6555777527392,-99,103,25,0,1,1,6
"135","1967-11",251.2095,1107.501,20.3569244095124,35.5172641258687,14.5923899533227,29.13922707038,-99,351,21,0,1,1,6
"136","1967-12",235.0835,1036.407,21.8977221623063,30.8344229385257,16.6411685459316,37.7755830190144,-99,508,1,0,1,1,6
"137","1967-2",177.0034,780.351,19.0117089557461,28.2152624148875,18.4006577380933,39.5564000993036,-99,683,26,0,1,1,6
"138","1967-3",268.5873,1184.114,24.3188656871207,33.9103649631143,18.682826215867,41.6025620410219,-99,1002,26,0,1,1,6
"139","1967-4",259.9108,1145.864,24.7856573630124,30.7216770648956,17.2343464763835,33.1896861921996,-99,389,10,0,1,1,6
"140","1967-5",245.7262,1083.329,21.8095326721668,33.6792127117515,14.3018640475348,30.1449984936044,-99,631,21,0,1,1,6
"141","1967-6",224.185,988.358,21.5460630580783,30.3027447797358,19.4633104363456,37.799183244817,-99,115,30,0,1,1,6
"142","1967-7",249.7976,1101.276,23.7437099493109,33.49315344356,14.120964480564,42.057001971174,-99,1062,8,0,1,1,6
"143","1967-8",226.2696,997.549,19.1930923834443,34.2717762161046,14.9551660497673,34.9059986956418,-99,155,15,0,1,1,6
"144","1967-9",217.4479,958.657,19.0745915286243,30.07177249901,17.7363695404492,34.6931619658135,-99,781,4,0,1,1,6
"145","1968-1",220.4026,971.684,19.0008773882873,28.9876327551901,16.8734395289794,37.2858141800389,-99,698,17,0,1,1,6
"146","1968-10",254.5835,1122.376,22.6294918358326,29.1268376167864,15.4035157072358,39.0416909782216,-99,1253,8,0,1,1,6
"147","1968-11",250.7333,1105.402,24.7928955191746,32.8746497519314,18.1101970169693,39.7115122349933,-99,1396,29,0,1,1,6
"148","1968-12",228.7715,1008.579,22.3150634411722,31.9424969926476,16.4346643839963,35.8897891333327,-99,692,27,0,1,1,6
"149","1968-2",224.6749,990.521,20.5849257586524,33.5898140519857,15.3327605156228,35.9784535230137,-99,1201,5,0,1,1,6
"150","1968-3",237.1919,1045.702,20.4686400005594,31.3534019887447,15.2949076159857,29.2810293976218,-99,1005,19,0,1,1,6
"151","1968-4",244.7377,1078.97,20.1035312749445,31.8999027851969,16.1622742456384,41.3597559952177,-99,393,7,0,1,1,6
"152","1968-5",256.1288,1129.186,24.4114575539716,30.5424332693219,18.2245531575754,31.1963926851749,-99,887,19,0,1,1,6
"153","1968-6",267.5365,1179.479,22.8297034585848,33.889806823805,19.5189042892307,40.376208523754,-99,1344,17,0,1,1,6
"154","1968-7",274.5087,1210.221,23.1218928061426,34.0663503780961,17.9084009043872,42.9998237518594,-99,1051,16,0,1,1,6
"155","1968-8",253.7079,1118.516,21.1525774900801,35.3063829876482,17.2376502775587,34.9215339701623,-99,1222,25,0,1,1,6
"156","1968-9",231.1907,1019.245,22.5616334201768,29.0502334199846,19.5652671968564,32.892181632109,-99,363,3,0,1,1,6
"157","1969-1",239.6928,1056.726,23.7584505863488,31.985138323158,15.750865790993,39.0137157272547,-99,799,2,0,1,1,6
"158","1969-10",265.4307,1170.198,24.8482465413399,30.0584591645747,17.0412721699104,37.6281588748097,-99,76,17,0,1,1,6
"159","1969-11",231.0369,1018.567,21.3563885996118,34.5137646067888,14.2136055589654,29.1689172741026,-99,424,20,0,1,1,6
"160","1969-12",230.6191,1016.722,24.1218788409606,31.8203929197043,16.6972675020806,36.7339076134376,-99,366,1,0,1,1,6
"161","1969-2",218.3824,962.778,24.8564648185857,30.4994508288801,14.2644129944965,29.5874255541712,-99,120,27,0,1,1,6
"162","1969-3",230.9175,1018.039,20.0137268896215,32.850499946624,18.7357936748303,29.2780816955492,-99,1004,9,0,1,1,6
"163","1969-4",249.1346,1098.355,24.4014798928984,35.8784256204963,15.8055958119221,37.2509768330492,-99,953,3,0,1,1,6
"164","1969-5",225.2717,993.151,23.8391346815042,28.6445235423744,16.7003132537939,33.0328839910217,-99,1155,27,0,1,1,6
"165","1969-6",222.2031,979.62,22.0765716121532,33.9764576554298,15.863009695895,34.3497580513358,-99,500,20,0,1,1,6
"166","1969-7",231.7266,1021.608,20.3903085016645,32.7863791510463,15.1506120758131,32.662187199574,-99,369,30,0,1,1,6
"167","1969-8",235.9447,1040.204,20.2961509455927,28.94894964993,15.6126716728322,34.069262440782,-99,173,2,0,1,1,6
"168","1969-9",255.113,1124.709,22.2824124554172,35.1166076175869,15.4222274175845,29.8109065112658,-99,803,7,0,1,1,6
"169","1970-1",231.1062,1018.877,24.1003147130832,34.9885181169957,19.6376908468083,40.8026967700571,-99,1031,3,0,1,1,6
"170","1970-10",252.7733,1114.393,21.7621746705845,33.6783001795411,14.873247963842,36.8800111156888,-99,1178,20,0,1,1,6
"171","1970-11",214.6999,946.544,21.9909352594987,30.6909214202315,18.5579898632132,33.6855074744672,-99,1176,11,0,1,1,6
"172","1970-12",245.0368,1080.288,22.2286771791987,31.7435378916562,14.4568196292967,40.6345777041279,-99,380,13,0,1,1,6
"173","1970-2",189.0543,833.481,21.0319903166965,35.6875011119992,15.0057187355123,39.5629933085293,-99,1210,10,0,1,1,6
"174","1970-3",198.189,873.752,20.9862208338454,29.5433203112334,14.410109937191,33.2525406372733,-99,255,1,0,1,1,6
"175","1970-4",214.8098,947.025,22.4342008540407,29.6933765038848,17.018847245723,36.658391605597,-99,7,2,0,1,1,6
"176","1970-5",258.6936,1140.496,24.8563444265164,32.0297847390175,16.4595127496868,42.0315092243254,-99,1002,5,0,1,1,6
"177","1970-6",249.9699,1102.034,22.5120304808952,32.747764473781,14.7525045615621,34.9681621645577,-99,1245,7,0,1,1,6
"178","1970-7",245.3539,1081.685,20.6447495571338,34.1936202589422,19.9966948451474,32.9779448248446,-99,773,25,0,1,1,6
"179","1970-8",263.6199,1162.215,21.4387548966333,29.9853872917593,18.5082796467468,38.9335394049995,-99,1201,14,0,1,1,6
"180","1970-9",267.9099,1181.13,24.2084292527288,34.637336673215,16.4022136111744,42.0128668453544,-99,241,22,0,1,1,6
"181","1971-1",238.0145,1049.33,24.1581271453761,32.4629634134471,18.2355190184899,33.9977826229297,-99,134,8,0,1,1,6
"182","1971-10",277.8972,1225.159,24.9516955097206,29.4012956302613,19.1122068483382,38.5886434768327,-99,1049,18,0,1,1,6
"183","1971-11",240.4248,1059.954,20.8278654250316,30.20292474702,16.8325252900831,34.5231115925126,-99,628,23,0,1,1,6
"184","1971-12",250.0677,1102.466,20.0157856331207,30.3482712171972,19.8597650225274,39.3445763383061,-99,526,30,0,1,1,6
"185","1971-2",214.4955,945.643,24.6030117296614,30.9511187635362,15.5368722337298,29.5706082577817,-99,8,13,0,1,1,6
"186","1971-3",239.7587,1057.019,19.6000382346101,31.7408973276615,19.1712405867875,39.1016519125551,-99,541,14,0,1,1,6
"187","1971-4",247.808,1092.504,21.7289669895545,34.2107916045934,16.9478504122235,38.8718089777976,-99,1243,1,0,1,1,6
"188","1971-5",253.3609,1116.985,19.3783838148229,29.6907964143902,16.4947068691254,37.3987466804683,-99,653,14,0,1,1,6
"189","1971-6",256.6043,1131.284,19.3975765137002,35.114322276786,17.745925236959,38.3724539480172,-99,837,22,0,1,1,6
"190","1971-7",258.3497,1138.983,24.2023328808136,28.5086070615798,16.5768460459076,33.7151252524927,-99,905,25,0,1,1,6
"191","1971-8",262.415,1156.906,21.1499377870932,29.4600423369557,18.7229255856946,41.930667411536,-99,1177,4,0,1,1,6
"192","1971-9",248.0407,1093.531,19.6591678662226,33.4163036085665,19.0387463793159,40.4553655339405,-99,461,8,0,1,1,6
"193","1972-1",283.1479,1248.307,24.8088351804763,33.739682815969,14.0583008877002,41.14507931564,-99,999,31,0,1,1,6
"194","1972-10",251.878,1110.448,24.8297253823839,29.9444848559797,19.8748526480049,30.3803780679591,-99,1221,10,0,1,1,6
"195","1972-11",229.4465,1011.553,19.0022990778089,32.2861180063337,14.4060793118551,37.2828902667388,-99,103,8,0,1,1,6
"196","1972-12",253.05,1115.612,23.8182494919747,29.0156554803252,18.8690904439427,29.6249149320647,-99,571,28,0,1,1,6
"197","1972-2",206.9152,912.222,21.2872298434377,32.3601616956294,17.3400556109846,29.6734214681201,-99,64,13,0,1,1,6
"198","1972-3",217.7992,960.205,21.6715651531704,28.0236770622432,15.5236822823063,34.7588815563358,-99,91,18,0,1,1,6
"199","1972-4",257.5639,1135.518,22.2763741072267,34.9447165187448,14.5346916601993,35.754910799209,-99,495,19,0,1,1,6
"200","1972-5",249.606,1100.432,22.9601690038107,33.0271941218525,16.8796218098141,40.8264565709978,-99,367,8,0,1,1,6
"201","1972-6",220.6629,972.831,24.4952522781678,34.251705409959,18.5146343908273,35.5251880274154,-99,657,30,0,1,1,6
"202","1972-7",218.465,963.143,19.3765922486782,29.0627236366272,19.9074783260003,30.7936598490924,-99,483,13,0,1,1,6
"203","1972-8",249.6239,1100.509,19.1088983775117,31.9713932294399,18.5580442603678,30.316615242511,-99,460,14,0,1,1,6
"204","1972-9",274.6402,1210.8,23.5916889221407,33.3085100855678,14.0687220618129,40.7180413426831,-99,512,1,0,1,1,6
"205","1973-1",255.2999,1125.535,21.4159454721957,34.2280235420913,17.0887334351428,30.7809639070183,-99,1123,13,0,1,1,6
"206","1973-10",225.9195,996.008,20.431965959724,29.8663031682372,14.4390579224564,29.9682472650893,-99,1274,9,0,1,1,6
"207","1973-11",223.1348,983.731,24.6053650090471,28.3813009429723,16.7924519740045,34.1140187541023,-99,1016,14,0,1,1,6
"208","1973-12",229.3826,1011.274,20.3583749313839,31.4612947665155,17.5985722970217,30.520519963,-99,817,21,0,1,1,6
"209","1973-2",211.9812,934.555,23.6252318806946,28.4008841756731,16.2882458963431,38.3068955657072,-99,187,22,0,1,1,6
"210","1973-3",234.6012,1034.279,23.1423936015926,31.1972858123481,18.3174685616978,36.6001155409031,-99,288,6,0,1,1,6
"211","1973-4",235.8048,1039.588,19.9091455568559,32.4877172652632,14.579417728819,42.0558334821835,-99,577,13,0,1,1,6
"212","1973-5",265.8954,1172.246,19.0405140169896,35.4963519033045,17.2091249385849,35.8745311717503,-99,722,6,0,1,1,6
"213","1973-6",258.9313,1141.543,21.7383736250922,31.7081610541791,17.5632650330663,37.3867379855365,-99,148,12,0,1,1,6
"214","1973-7",281.3304,1240.296,24.4919113633223,33.0120760351419,15.6089607095346,37.0538883553818,-99,919,20,0,1,1,6
