"","Fecha","granos","pods","Temperatura_minima","Temperatura_maxima","Irradiacion","Presion_de_vapor","windspeed","Precipitacion","Dias_con_lluvia","id","ï..SOILTYPE","PRODLEVL","it"
"113","1965-2",212.9649,938.893,21.3,30.4,17,34,-99,500,20,0,1,1,1
"114","1965-3",242.9211,1070.959,21.3,30.4,17,34,-99,500,20,0,1,1,1
"115","1965-4",242.3284,1068.348,21.3,30.4,17,34,-99,500,20,0,1,1,1
"116","1965-5",250.3437,1103.682,21.3,30.4,17,34,-99,500,20,0,1,1,1
"117","1965-6",242.7862,1070.365,21.3,30.4,17,34,-99,500,20,0,1,1,1
"118","1965-7",251.0649,1106.864,21.3,30.4,17,34,-99,500,20,0,1,1,1
"119","1965-8",251.4292,1108.47,21.3,30.4,17,34,-99,500,20,0,1,1,1
"120","1965-9",243.7668,1074.689,21.3,30.4,17,34,-99,500,20,0,1,1,1
"121","1966-1",238.6077,1051.945,21.3,30.4,17,34,-99,500,20,0,1,1,1
"122","1966-10",254.4739,1121.891,21.3,30.4,17,34,-99,500,20,0,1,1,1
"123","1966-11",245.5075,1082.361,21.3,30.4,17,34,-99,500,20,0,1,1,1
"124","1966-12",248.3153,1094.743,21.3,30.4,17,34,-99,500,20,0,1,1,1
"125","1966-2",214.8641,947.267,21.3,30.4,17,34,-99,500,20,0,1,1,1
"126","1966-3",244.5628,1078.194,21.3,30.4,17,34,-99,500,20,0,1,1,1
"127","1966-4",244.4352,1077.633,21.3,30.4,17,34,-99,500,20,0,1,1,1
"128","1966-5",252.6799,1113.98,21.3,30.4,17,34,-99,500,20,0,1,1,1
"129","1966-6",244.975,1080.013,21.3,30.4,17,34,-99,500,20,0,1,1,1
"130","1966-7",253.3178,1116.797,21.3,30.4,17,34,-99,500,20,0,1,1,1
"131","1966-8",253.6883,1118.427,21.3,30.4,17,34,-99,500,20,0,1,1,1
"132","1966-9",245.9433,1084.288,21.3,30.4,17,34,-99,500,20,0,1,1,1
"133","1967-1",239.7298,1056.888,21.3,30.4,17,34,-99,500,20,0,1,1,1
"134","1967-10",256.5686,1131.127,21.3,30.4,17,34,-99,500,20,0,1,1,1
"135","1967-11",247.2425,1090.012,21.3,30.4,17,34,-99,500,20,0,1,1,1
"136","1967-12",249.8187,1101.37,21.3,30.4,17,34,-99,500,20,0,1,1,1
"137","1967-2",216.062,952.549,21.3,30.4,17,34,-99,500,20,0,1,1,1
"138","1967-3",246.2891,1085.806,21.3,30.4,17,34,-99,500,20,0,1,1,1
"139","1967-4",246.4071,1086.331,21.3,30.4,17,34,-99,500,20,0,1,1,1
"140","1967-5",254.8705,1123.639,21.3,30.4,17,34,-99,500,20,0,1,1,1
"141","1967-6",247.0378,1089.112,21.3,30.4,17,34,-99,500,20,0,1,1,1
"142","1967-7",255.4142,1126.037,21.3,30.4,17,34,-99,500,20,0,1,1,1
"143","1967-8",255.7691,1127.604,21.3,30.4,17,34,-99,500,20,0,1,1,1
"144","1967-9",247.94,1093.089,21.3,30.4,17,34,-99,500,20,0,1,1,1
"145","1968-1",241.2856,1063.75,21.3,30.4,17,34,-99,500,20,0,1,1,1
"146","1968-10",258.3657,1139.052,21.3,30.4,17,34,-99,500,20,0,1,1,1
"147","1968-11",248.7701,1096.744,21.3,30.4,17,34,-99,500,20,0,1,1,1
"148","1968-12",250.9651,1106.423,21.3,30.4,17,34,-99,500,20,0,1,1,1
"149","1968-2",225.03,992.085,21.3,30.4,17,34,-99,500,20,0,1,1,1
"150","1968-3",247.8269,1092.589,21.3,30.4,17,34,-99,500,20,0,1,1,1
"151","1968-4",248.0928,1093.76,21.3,30.4,17,34,-99,500,20,0,1,1,1
"152","1968-5",256.9038,1132.604,21.3,30.4,17,34,-99,500,20,0,1,1,1
"153","1968-6",248.9222,1097.418,21.3,30.4,17,34,-99,500,20,0,1,1,1
"154","1968-7",257.3495,1134.57,21.3,30.4,17,34,-99,500,20,0,1,1,1
"155","1968-8",257.7133,1136.174,21.3,30.4,17,34,-99,500,20,0,1,1,1
"156","1968-9",249.7929,1101.256,21.3,30.4,17,34,-99,500,20,0,1,1,1
"157","1969-1",242.4403,1068.839,21.3,30.4,17,34,-99,500,20,0,1,1,1
"158","1969-10",260.0964,1146.68,21.3,30.4,17,34,-99,500,20,0,1,1,1
"159","1969-11",250.2801,1103.409,21.3,30.4,17,34,-99,500,20,0,1,1,1
"160","1969-12",252.2572,1112.118,21.3,30.4,17,34,-99,500,20,0,1,1,1
"161","1969-2",218.3475,962.623,21.3,30.4,17,34,-99,500,20,0,1,1,1
"162","1969-3",248.882,1097.241,21.3,30.4,17,34,-99,500,20,0,1,1,1
"163","1969-4",249.3879,1099.472,21.3,30.4,17,34,-99,500,20,0,1,1,1
"164","1969-5",258.8047,1140.991,21.3,30.4,17,34,-99,500,20,0,1,1,1
"165","1969-6",250.6209,1104.906,21.3,30.4,17,34,-99,500,20,0,1,1,1
"166","1969-7",259.1319,1142.427,21.3,30.4,17,34,-99,500,20,0,1,1,1
"167","1969-8",259.4536,1143.848,21.3,30.4,17,34,-99,500,20,0,1,1,1
"168","1969-9",251.4605,1108.607,21.3,30.4,17,34,-99,500,20,0,1,1,1
"169","1970-1",243.9546,1075.518,21.3,30.4,17,34,-99,500,20,0,1,1,1
"170","1970-10",261.6905,1153.707,21.3,30.4,17,34,-99,500,20,0,1,1,1
"171","1970-11",251.7143,1109.724,21.3,30.4,17,34,-99,500,20,0,1,1,1
"172","1970-12",253.5556,1117.846,21.3,30.4,17,34,-99,500,20,0,1,1,1
"173","1970-2",219.5138,967.766,21.3,30.4,17,34,-99,500,20,0,1,1,1
"174","1970-3",250.0972,1102.598,21.3,30.4,17,34,-99,500,20,0,1,1,1
"175","1970-4",250.7791,1105.604,21.3,30.4,17,34,-99,500,20,0,1,1,1
"176","1970-5",260.5999,1148.899,21.3,30.4,17,34,-99,500,20,0,1,1,1
"177","1970-6",252.1907,1111.829,21.3,30.4,17,34,-99,500,20,0,1,1,1
"178","1970-7",260.7564,1149.591,21.3,30.4,17,34,-99,500,20,0,1,1,1
"179","1970-8",261.0761,1151.001,21.3,30.4,17,34,-99,500,20,0,1,1,1
"180","1970-9",253.0153,1115.46,21.3,30.4,17,34,-99,500,20,0,1,1,1
"181","1971-1",245.0134,1080.185,21.3,30.4,17,34,-99,500,20,0,1,1,1
"182","1971-10",263.1768,1160.258,21.3,30.4,17,34,-99,500,20,0,1,1,1
"183","1971-11",252.9981,1115.385,21.3,30.4,17,34,-99,500,20,0,1,1,1
"184","1971-12",254.6431,1122.635,21.3,30.4,17,34,-99,500,20,0,1,1,1
"185","1971-2",220.2747,971.118,21.3,30.4,17,34,-99,500,20,0,1,1,1
"186","1971-3",251.1836,1107.387,21.3,30.4,17,34,-99,500,20,0,1,1,1
"187","1971-4",252.0406,1111.164,21.3,30.4,17,34,-99,500,20,0,1,1,1
"188","1971-5",262.1683,1155.816,21.3,30.4,17,34,-99,500,20,0,1,1,1
"189","1971-6",253.6665,1118.332,21.3,30.4,17,34,-99,500,20,0,1,1,1
"190","1971-7",262.2872,1156.339,21.3,30.4,17,34,-99,500,20,0,1,1,1
"191","1971-8",262.5668,1157.572,21.3,30.4,17,34,-99,500,20,0,1,1,1
"192","1971-9",254.4544,1121.806,21.3,30.4,17,34,-99,500,20,0,1,1,1
"193","1972-1",246.1789,1085.322,21.3,30.4,17,34,-99,500,20,0,1,1,1
"194","1972-10",264.531,1166.228,21.3,30.4,17,34,-99,500,20,0,1,1,1
"195","1972-11",253.9316,1119.501,21.3,30.4,17,34,-99,500,20,0,1,1,1
"196","1972-12",255.3044,1125.552,21.3,30.4,17,34,-99,500,20,0,1,1,1
"197","1972-2",229.2732,1010.79,21.3,30.4,17,34,-99,500,20,0,1,1,1
"198","1972-3",252.5051,1113.216,21.3,30.4,17,34,-99,500,20,0,1,1,1
"199","1972-4",253.257,1116.528,21.3,30.4,17,34,-99,500,20,0,1,1,1
"200","1972-5",263.6052,1162.15,21.3,30.4,17,34,-99,500,20,0,1,1,1
"201","1972-6",255.0386,1124.384,21.3,30.4,17,34,-99,500,20,0,1,1,1
"202","1972-7",263.7006,1162.57,21.3,30.4,17,34,-99,500,20,0,1,1,1
"203","1972-8",263.9764,1163.788,21.3,30.4,17,34,-99,500,20,0,1,1,1
"204","1972-9",255.8164,1127.812,21.3,30.4,17,34,-99,500,20,0,1,1,1
"205","1973-1",246.9583,1088.761,21.3,30.4,17,34,-99,500,20,0,1,1,1
"206","1973-10",265.8279,1171.948,21.3,30.4,17,34,-99,500,20,0,1,1,1
"207","1973-11",255.1207,1124.747,21.3,30.4,17,34,-99,500,20,0,1,1,1
"208","1973-12",256.4358,1130.542,21.3,30.4,17,34,-99,500,20,0,1,1,1
"209","1973-2",222.1248,979.276,21.3,30.4,17,34,-99,500,20,0,1,1,1
"210","1973-3",253.186,1116.214,21.3,30.4,17,34,-99,500,20,0,1,1,1
"211","1973-4",254.1084,1120.285,21.3,30.4,17,34,-99,500,20,0,1,1,1
"212","1973-5",265.0147,1168.365,21.3,30.4,17,34,-99,500,20,0,1,1,1
"213","1973-6",256.2865,1129.884,21.3,30.4,17,34,-99,500,20,0,1,1,1
"214","1973-7",265.021,1168.391,21.3,30.4,17,34,-99,500,20,0,1,1,1
"215","1973-8",265.2627,1169.459,21.3,30.4,17,34,-99,500,20,0,1,1,1
"216","1973-9",257.0695,1133.335,21.3,30.4,17,34,-99,500,20,0,1,1,1
"217","1974-1",248.0583,1093.608,21.3,30.4,17,34,-99,500,20,0,1,1,1
"218","1974-10",266.9719,1176.994,21.3,30.4,17,34,-99,500,20,0,1,1,1
"219","1974-11",256.1866,1129.445,21.3,30.4,17,34,-99,500,20,0,1,1,1
"220","1974-12",257.4383,1134.962,21.3,30.4,17,34,-99,500,20,0,1,1,1
"221","1974-2",222.9634,982.972,21.3,30.4,17,34,-99,500,20,0,1,1,1
"222","1974-3",254.1191,1120.327,21.3,30.4,17,34,-99,500,20,0,1,1,1
"223","1974-4",255.1095,1124.694,21.3,30.4,17,34,-99,500,20,0,1,1,1
"224","1974-5",266.3148,1174.093,21.3,30.4,17,34,-99,500,20,0,1,1,1
"225","1974-6",257.518,1135.314,21.3,30.4,17,34,-99,500,20,0,1,1,1
"226","1974-7",266.2533,1173.825,21.3,30.4,17,34,-99,500,20,0,1,1,1
"227","1974-8",266.4707,1174.786,21.3,30.4,17,34,-99,500,20,0,1,1,1
"228","1974-9",258.2399,1138.496,21.3,30.4,17,34,-99,500,20,0,1,1,1
"229","1975-1",248.9417,1097.503,21.3,30.4,17,34,-99,500,20,0,1,1,1
"230","1975-10",268.1354,1182.122,21.3,30.4,17,34,-99,500,20,0,1,1,1
"231","1975-11",257.132,1133.612,21.3,30.4,17,34,-99,500,20,0,1,1,1
"232","1975-12",258.1963,1138.303,21.3,30.4,17,34,-99,500,20,0,1,1,1
"233","1975-2",223.5954,985.758,21.3,30.4,17,34,-99,500,20,0,1,1,1
"234","1975-3",254.8423,1123.516,21.3,30.4,17,34,-99,500,20,0,1,1,1
"235","1975-4",256.0098,1128.665,21.3,30.4,17,34,-99,500,20,0,1,1,1
"236","1975-5",267.4481,1179.091,21.3,30.4,17,34,-99,500,20,0,1,1,1
"237","1975-6",258.5971,1140.072,21.3,30.4,17,34,-99,500,20,0,1,1,1
"238","1975-7",267.3932,1178.848,21.3,30.4,17,34,-99,500,20,0,1,1,1
"239","1975-8",267.5858,1179.698,21.3,30.4,17,34,-99,500,20,0,1,1,1
"240","1975-9",259.2934,1143.142,21.3,30.4,17,34,-99,500,20,0,1,1,1
"241","1976-1",249.8033,1101.304,21.3,30.4,17,34,-99,500,20,0,1,1,1
"242","1976-10",268.9833,1185.859,21.3,30.4,17,34,-99,500,20,0,1,1,1
"243","1976-11",257.5759,1135.566,21.3,30.4,17,34,-99,500,20,0,1,1,1
"244","1976-12",258.4897,1139.596,21.3,30.4,17,34,-99,500,20,0,1,1,1
"245","1976-2",232.4791,1024.925,21.3,30.4,17,34,-99,500,20,0,1,1,1
"246","1976-3",256.0045,1128.637,21.3,30.4,17,34,-99,500,20,0,1,1,1
"247","1976-4",257.0156,1133.095,21.3,30.4,17,34,-99,500,20,0,1,1,1
"248","1976-5",268.5309,1183.864,21.3,30.4,17,34,-99,500,20,0,1,1,1
"249","1976-6",259.5983,1144.487,21.3,30.4,17,34,-99,500,20,0,1,1,1
"250","1976-7",268.4358,1183.446,21.3,30.4,17,34,-99,500,20,0,1,1,1
"251","1976-8",268.5934,1184.144,21.3,30.4,17,34,-99,500,20,0,1,1,1
"252","1976-9",260.2682,1147.439,21.3,30.4,17,34,-99,500,20,0,1,1,1
"253","1977-1",250.3617,1103.761,21.3,30.4,17,34,-99,500,20,0,1,1,1
"254","1977-10",269.8903,1189.859,21.3,30.4,17,34,-99,500,20,0,1,1,1
"255","1977-11",258.527,1139.765,21.3,30.4,17,34,-99,500,20,0,1,1,1
"256","1977-12",259.3875,1143.557,21.3,30.4,17,34,-99,500,20,0,1,1,1
"257","1977-2",225.0771,992.29,21.3,30.4,17,34,-99,500,20,0,1,1,1
"258","1977-3",256.4883,1130.775,21.3,30.4,17,34,-99,500,20,0,1,1,1
"259","1977-4",257.552,1135.462,21.3,30.4,17,34,-99,500,20,0,1,1,1
"260","1977-5",269.4219,1187.794,21.3,30.4,17,34,-99,500,20,0,1,1,1
"261","1977-6",260.5093,1148.503,21.3,30.4,17,34,-99,500,20,0,1,1,1
"262","1977-7",269.3657,1187.546,21.3,30.4,17,34,-99,500,20,0,1,1,1
"263","1977-8",269.5087,1188.178,21.3,30.4,17,34,-99,500,20,0,1,1,1
"264","1977-9",261.1419,1151.288,21.3,30.4,17,34,-99,500,20,0,1,1,1
"265","1978-1",251.2312,1107.596,21.3,30.4,17,34,-99,500,20,0,1,1,1
"266","1978-10",270.7187,1193.509,21.3,30.4,17,34,-99,500,20,0,1,1,1
"267","1978-11",259.2787,1143.077,21.3,30.4,17,34,-99,500,20,0,1,1,1
"268","1978-12",260.0895,1146.651,21.3,30.4,17,34,-99,500,20,0,1,1,1
"269","1978-2",225.7744,995.37,21.3,30.4,17,34,-99,500,20,0,1,1,1
"270","1978-3",257.2393,1134.084,21.3,30.4,17,34,-99,500,20,0,1,1,1
"271","1978-4",258.235,1138.478,21.3,30.4,17,34,-99,500,20,0,1,1,1
"272","1978-5",270.2981,1191.656,21.3,30.4,17,34,-99,500,20,0,1,1,1
"273","1978-6",261.3529,1152.22,21.3,30.4,17,34,-99,500,20,0,1,1,1
"274","1978-7",270.2355,1191.379,21.3,30.4,17,34,-99,500,20,0,1,1,1
"275","1978-8",270.3461,1191.869,21.3,30.4,17,34,-99,500,20,0,1,1,1
"276","1978-9",261.94,1154.809,21.3,30.4,17,34,-99,500,20,0,1,1,1
"277","1979-1",251.9035,1110.56,21.3,30.4,17,34,-99,500,20,0,1,1,1
"278","1979-10",271.4845,1196.887,21.3,30.4,17,34,-99,500,20,0,1,1,1
"279","1979-11",259.9704,1146.125,21.3,30.4,17,34,-99,500,20,0,1,1,1
"280","1979-12",260.6665,1149.196,21.3,30.4,17,34,-99,500,20,0,1,1,1
"281","1979-2",226.2474,997.45,21.3,30.4,17,34,-99,500,20,0,1,1,1
"282","1979-3",257.7264,1136.234,21.3,30.4,17,34,-99,500,20,0,1,1,1
"283","1979-4",258.8378,1141.134,21.3,30.4,17,34,-99,500,20,0,1,1,1
"284","1979-5",271.0714,1195.065,21.3,30.4,17,34,-99,500,20,0,1,1,1
"285","1979-6",262.1351,1155.669,21.3,30.4,17,34,-99,500,20,0,1,1,1
"286","1979-7",271.0322,1194.894,21.3,30.4,17,34,-99,500,20,0,1,1,1
"287","1979-8",271.1461,1195.396,21.3,30.4,17,34,-99,500,20,0,1,1,1
"288","1979-9",262.7573,1158.41,21.3,30.4,17,34,-99,500,20,0,1,1,1
"289","1980-1",252.5081,1113.226,21.3,30.4,17,34,-99,500,20,0,1,1,1
"290","1980-10",272.2028,1200.055,21.3,30.4,17,34,-99,500,20,0,1,1,1
"291","1980-11",260.3923,1147.982,21.3,30.4,17,34,-99,500,20,0,1,1,1
"292","1980-12",260.9286,1150.349,21.3,30.4,17,34,-99,500,20,0,1,1,1
"293","1980-2",234.9832,1035.962,21.3,30.4,17,34,-99,500,20,0,1,1,1
"294","1980-3",258.6668,1140.381,21.3,30.4,17,34,-99,500,20,0,1,1,1
"295","1980-4",259.6326,1144.637,21.3,30.4,17,34,-99,500,20,0,1,1,1
"296","1980-5",271.8139,1198.342,21.3,30.4,17,34,-99,500,20,0,1,1,1
"297","1980-6",262.874,1158.927,21.3,30.4,17,34,-99,500,20,0,1,1,1
"298","1980-7",271.7475,1198.049,21.3,30.4,17,34,-99,500,20,0,1,1,1
"299","1980-8",271.9059,1198.744,21.3,30.4,17,34,-99,500,20,0,1,1,1
"300","1980-9",263.4388,1161.414,21.3,30.4,17,34,-99,500,20,0,1,1,1
"301","1981-1",252.9352,1115.109,21.3,30.4,17,34,-99,500,20,0,1,1,1
"302","1981-10",272.9099,1203.173,21.3,30.4,17,34,-99,500,20,0,1,1,1
"303","1981-11",261.1302,1151.238,21.3,30.4,17,34,-99,500,20,0,1,1,1
"304","1981-12",261.6917,1153.715,21.3,30.4,17,34,-99,500,20,0,1,1,1
"305","1981-2",227.3083,1002.129,21.3,30.4,17,34,-99,500,20,0,1,1,1
"306","1981-3",258.8798,1141.319,21.3,30.4,17,34,-99,500,20,0,1,1,1
"307","1981-4",259.8576,1145.63,21.3,30.4,17,34,-99,500,20,0,1,1,1
"308","1981-5",272.4589,1201.18,21.3,30.4,17,34,-99,500,20,0,1,1,1
