"","Anio","Mes","granos","pods","Temperatura_minima","Temperatura_maxima","Irradiacion","Presion_de_vapor","windspeed","Precipitacion","Dias_con_lluvia","id","SOILTYPE","PRODLEVL","it","periodo","pods_ajustados"
"135","1967","11",933.856,1055.202,21.1244228503406,30.7286085997137,18.216354221216,34.2664692306309,-99,136,19,0,1,1,1,131,894.283188248288
"136","1967","12",947.478,1070.593,20.4998603702225,30.3131205532859,15.9212771942586,31.3610361218342,-99,232,27,0,1,1,1,132,909.061161983609
"137","1967","02",886.603,1001.814,21.3233729957138,32.3272584127852,18.2734888697516,32.0917084796391,-99,547,11,0,1,1,1,122,846.521284397351
"138","1967","03",963.601,1088.815,23.1817216294219,28.59489244625,16.6540918746471,30.7682808408117,-99,644,24,0,1,1,1,123,932.887137715494
"139","1967","04",951.705,1075.372,19.8839278910815,28.9020902596874,16.6357344539565,31.5462649140803,-99,215,19,0,1,1,1,124,918.811567725473
"140","1967","05",1051.028,1187.604,20.8925024008765,33.0399565510752,16.7922689404504,33.6065685698274,-99,934,29,0,1,1,1,125,1030.41354331971
"141","1967","06",981.547,1109.096,23.0489411707878,31.9372441412339,17.2914521340739,33.3855184828469,-99,1090,7,0,1,1,1,126,951.27803401156
"142","1967","07",931.235,1052.246,20.2343461322697,28.9018205688154,18.1941680286113,32.2804480575271,-99,728,8,0,1,1,1,127,893.80300991808
"143","1967","08",1024.356,1157.463,20.9131610835856,33.1887708550658,16.3205721263236,31.9686858775924,-99,707,27,0,1,1,1,128,998.397441743443
"144","1967","09",997.832,1127.492,20.7942661138891,32.7213348165314,17.8497636867088,39.1632961446197,-99,614,18,0,1,1,1,129,967.806300762901
"145","1968","01",897.342,1013.947,20.0139854192824,31.2744974356249,16.6987636598029,34.4332718405898,-99,298,18,0,1,1,1,133,851.804453423463
"146","1968","10",1038.808,1173.791,21.4971375990394,33.7848483846582,16.5668293213501,31.5077478246028,-99,120,20,0,1,1,1,142,1006.25222279704
"147","1968","11",970.305,1096.388,20.0170028653929,33.1295936196538,16.4968041922985,33.66498434725,-99,550,20,0,1,1,1,143,928.260332485004
"148","1968","12",939.565,1061.653,21.8060437442131,28.6129003056564,16.7530794543584,32.6308485526702,-99,603,15,0,1,1,1,144,892.938497655347
"149","1968","02",881.779,996.361,21.002534618423,29.4163740119964,17.0912032356733,35.9545319233745,-99,155,22,0,1,1,1,134,833.610036476906
"150","1968","03",994.9,1124.186,23.0521992963727,33.1626031343307,16.3547934554063,31.1914700631925,-99,612,27,0,1,1,1,135,960.828885538871
"151","1968","04",947.964,1071.14,22.7411667427258,30.179966727942,17.1955246157954,30.8752238917856,-99,668,24,0,1,1,1,136,907.178975477594
"152","1968","05",984.405,1112.324,20.245632147566,33.1955638109076,17.1090015620928,34.6878651927417,-99,254,20,0,1,1,1,137,947.761281622453
"153","1968","06",1031.181,1165.177,21.1588923280827,34.4394660780708,16.0016351529627,30.0405072995565,-99,873,18,0,1,1,1,138,1000.01477975221
"154","1968","07",956.935,1081.286,20.9083411382388,29.1083190445064,18.3969291162683,34.2574662714913,-99,659,12,0,1,1,1,139,915.526446083643
"155","1968","08",931.853,1052.941,19.7978817301024,28.0293146849393,16.319405107336,36.9814747042458,-99,532,19,0,1,1,1,140,886.586257260514
"156","1968","09",980.347,1107.734,20.2733755406147,31.1924305947224,17.5181586076211,31.6180623137465,-99,671,5,0,1,1,1,141,940.786190342935
"157","1969","01",1018.385,1150.714,22.4511284318611,31.8089710072065,17.0059984736652,38.1813952139528,-99,138,20,0,1,1,1,145,981.414696933582
"158","1969","10",1043.311,1178.883,22.422458444277,32.3544844201649,15.922624775712,39.6272593163663,-99,165,15,0,1,1,1,154,1004.40867387976
"159","1969","11",931.726,1052.799,21.9912383654503,30.2742119597522,16.2920511246816,34.2013782627255,-99,1201,15,0,1,1,1,155,877.759115423703
"160","1969","12",934.126,1055.507,20.7056282340374,32.4062746218291,17.0468996023022,37.6533235786659,-99,583,13,0,1,1,1,156,879.903378426143
"161","1969","02",834.147,942.539,20.4421651571319,29.5820543418835,15.9727809730752,34.5598265491191,-99,324,20,0,1,1,1,146,772.656909313119
"162","1969","03",917.157,1036.335,21.6288852258935,28.816635962534,17.1470188362097,33.3411255188505,-99,171,28,0,1,1,1,147,865.872114146461
"163","1969","04",963.094,1088.24,21.8969500288675,29.9850357480969,17.3811999966967,30.2902879836453,-99,444,4,0,1,1,1,148,917.198291136672
"164","1969","05",975.781,1102.578,20.8049211608517,29.1803137683411,17.1882144412637,34.2058850767551,-99,140,29,0,1,1,1,149,930.959420329096
"165","1969","06",980.729,1108.165,20.5637878473582,32.5302695218997,18.2105112938037,30.9032118456915,-99,766,8,0,1,1,1,150,935.971482103335
"166","1969","07",1005.343,1135.983,20.5307228292302,29.5679767467456,16.7829032882729,30.4430585816632,-99,798,20,0,1,1,1,151,963.216457165457
"167","1969","08",1065.178,1203.587,21.3853010931071,35.0166648128152,16.065869305851,32.7740988275057,-99,1100,28,0,1,1,1,152,1030.24932654045
"168","1969","09",956.666,1080.98,19.644921916572,29.5466460288099,17.9172163889394,30.2681755510094,-99,1113,30,0,1,1,1,153,907.073071564869
"169","1970","01",864.329,976.642,21.0082797932177,29.0977633252283,17.1118510952491,35.7706902979968,-99,481,26,0,1,1,1,157,800.476445400853
"170","1970","10",1014.134,1145.915,20.0933052384613,33.314400812348,15.5088434592913,32.0619924839236,-99,123,12,0,1,1,1,166,964.770474596766
"171","1970","11",992.927,1121.952,21.7907095394871,29.8299869784113,16.2849567081478,35.6981263981338,-99,447,23,0,1,1,1,167,940.262677801545
"172","1970","12",1008.598,1139.66,21.7077636344116,32.1368069918765,18.0194112268592,30.2678865695386,-99,268,15,0,1,1,1,168,957.42750970723
"173","1970","02",885.338,1000.382,21.0547866824684,31.6314540863735,16.6270227105287,39.0692617391039,-99,168,20,0,1,1,1,158,823.65629913961
"174","1970","03",929.53,1050.319,20.1120905953803,28.9484430154845,16.7280420479443,30.6598439281524,-99,710,15,0,1,1,1,159,873.034922706051
"175","1970","04",1069.743,1208.749,22.1089586841184,34.4260603275335,15.9877265843673,36.3378042669698,-99,50,13,0,1,1,1,160,1030.90829942969
"176","1970","05",963.455,1088.644,21.8583428756462,31.4537124314711,17.1020053181493,32.4799875493904,-99,419,30,0,1,1,1,161,910.248412900126
"177","1970","06",912.509,1031.087,19.7353563348527,32.3077041106265,15.9646162835369,33.9699784653208,-99,340,23,0,1,1,1,162,852.138246961373
"178","1970","07",947.404,1070.514,19.9046704781772,29.3951322861791,16.583643642228,33.6077056924224,-99,1209,19,0,1,1,1,163,891.013785706394
"179","1970","08",992.337,1121.288,20.3954752150435,28.0548036525944,16.4481948211533,35.3321036856286,-99,215,22,0,1,1,1,164,941.238013471755
"180","1970","09",999.822,1129.741,20.2790455980137,31.5311466030594,16.5896453100974,32.3679871755312,-99,366,4,0,1,1,1,165,949.142914832432
"181","1971","01",956.262,1080.516,22.2275310136212,30.8187939725368,17.1506234045698,33.3616627169508,-99,693,30,0,1,1,1,169,897.741955793292
"182","1971","10",1015.124,1147.033,20.7487659523622,31.5100034500473,17.3478675604834,31.2036625886071,-99,1008,29,0,1,1,1,178,959.455315580948
"183","1971","11",970.185,1096.258,21.0339059338471,33.4936621333494,17.4860633908172,35.1404914102171,-99,317,19,0,1,1,1,179,908.154149934713
"184","1971","12",937.254,1059.042,20.116262668999,28.9109032722836,16.3196560570529,35.6576911208061,-99,425,22,0,1,1,1,180,870.413451983654
"185","1971","02",809.007,914.127,20.4746701202505,30.2111671840473,15.5056223113585,30.8622894360355,-99,512,14,0,1,1,1,170,730.813001753695
"186","1971","03",914.631,1033.479,20.8492435000688,29.8568275555305,16.3653276878649,32.0614188314698,-99,271,27,0,1,1,1,171,849.626633492475
"187","1971","04",950.044,1073.499,21.5440371563488,28.8775969494185,17.8542818268985,31.4612857673276,-99,313,28,0,1,1,1,172,889.109837119455
"188","1971","05",1031.047,1165.023,21.112244912912,32.7595196721782,18.375559793124,40.6097637870489,-99,707,18,0,1,1,1,173,980.098598946058
"189","1971","06",1002.54,1132.812,20.7210277450797,29.8901707020603,16.7490020907156,39.288682685848,-99,1174,19,0,1,1,1,174,947.353905481238
"190","1971","07",1059.081,1196.701,22.1273781429713,32.2098194724041,16.3235634139709,31.3023939393075,-99,489,17,0,1,1,1,175,1010.71074342751
"191","1971","08",1033.877,1168.223,21.8973906351117,30.9284865671152,16.2453921581007,37.4490558903391,-99,314,17,0,1,1,1,176,981.702099677083
"192","1971","09",963.529,1088.734,21.1928378069467,29.6711847953711,16.2467090542322,30.3648738254341,-99,565,25,0,1,1,1,177,901.683961308097
"193","1972","01",938.585,1060.551,20.5280409482622,30.136071212005,17.3031580443446,37.4915778331876,-99,1064,24,0,1,1,1,181,871.399209513825
"194","1972","10",1019.46,1151.932,20.1661808120801,31.0011110788174,17.8648534598315,39.1940237389396,-99,290,26,0,1,1,1,190,958.134589541388
"195","1972","11",1013.215,1144.878,21.7469340703671,29.3718303375259,16.2217505678971,40.1448926384868,-99,1081,26,0,1,1,1,191,950.571265639519
"196","1972","12",1000.27,1130.247,22.8698068128149,29.6462877906734,15.4839617176469,31.6473834690403,-99,153,24,0,1,1,1,192,935.432273310241
"197","1972","02",924.755,1044.919,21.4555510579113,30.2271123388582,18.1329311099345,31.380980543775,-99,496,23,0,1,1,1,182,855.245410479749
"198","1972","03",1003.625,1134.039,20.3655910237615,29.8594565042383,17.3436840306905,30.8187077617266,-99,465,25,0,1,1,1,183,943.845043001184
"199","1972","04",1014.034,1145.804,23.184083386607,29.588890533541,16.1604145053061,30.4359560297404,-99,355,27,0,1,1,1,184,955.091095359967
"200","1972","05",1032.787,1166.989,20.643741056877,32.292059674359,16.4792346471262,39.923824733775,-99,467,25,0,1,1,1,185,975.758555996935
"201","1972","06",972.924,1099.349,21.3588282143493,31.6917277039152,18.6713425864834,31.6485628216367,-99,1011,19,0,1,1,1,186,907.602413508923
